3,8,15,20,21,25,40,55,63,64
3,8,18,22,46,49,50,60,63,65
4,9,22,33,38,49,53,56,57,60
1,3,18,22,24,47,48,50,60,63
6,7,14,19,23,26,32,34,38,58
3,7,8,15,20,24,26,30,31,42
2,5,12,30,35,42,44,45,60,61
3,7,15,18,19,27,28,46,47,52
12,28,31,32,38,39,41,42,48,65
1,4,18,19,25,31,50,58,59,60
12,16,38,39,41,59,60,61,63,65
3,15,18,24,31,52,58,59,60,63
2,4,6,21,22,38,39,48,58,63
1,4,8,24,26,34,41,56,58,59
8,11,22,31,32,34,36,49,58,60
18,19,24,28,33,43,49,58,60,63
3,10,14,16,20,24,28,34,50,51
1,8,14,18,22,24,25,34,60,63
7,8,14,20,22,28,50,52,60,63
7,8,22,25,28,36,49,50,55,60
4,6,7,18,23,25,33,34,36,55
3,4,8,15,18,22,24,50,60,63
2,4,22,30,38,39,47,52,63,64
10,12,13,22,29,38,39,42,47,53
1,4,8,19,22,29,34,50,52,60
3,8,9,24,25,28,30,46,50,51
4,18,24,25,33,34,49,50,58,60
10,15,24,28,30,32,34,50,51,60
3,12,15,22,49,50,58,59,60,63
3,4,8,13,18,37,44,50,58,60
8,23,25,27,29,33,36,49,58,60
3,4,6,21,22,31,38,39,61,63
1,7,18,21,38,41,57,60,63,65
8,21,23,24,26,28,43,50,60,63
5,7,15,30,38,41,52,57,63,65
8,16,19,23,24,34,36,58,59,60
4,8,22,24,28,36,43,60,63,65
14,23,25,32,34,38,39,60,63,65
3,4,14,15,21,25,34,38,58,63
8,11,13,22,26,49,50,51,59,60
6,13,17,26,30,42,53,60,61,63
8,16,25,26,27,29,33,43,50,58
4,12,18,20,25,30,38,45,61,63
3,4,11,15,18,25,26,33,59,60
1,4,11,18,25,33,49,50,58,60
8,11,18,22,23,26,28,50,60,63
8,18,22,23,29,36,43,50,60,63
4,6,9,38,45,52,53,54,60,61
16,19,21,43,44,49,50,55,58,59
11,15,18,31,33,38,49,50,60,63
3,4,7,8,14,26,28,36,50,60
4,8,20,23,26,27,29,38,60,63
2,28,30,31,38,39,45,60,61,63
2,5,10,30,38,39,42,60,61,63
8,13,15,16,26,28,30,50,58,60
26,28,32,34,44,49,50,58,60,63
4,9,13,18,25,28,29,33,46,51
9,15,24,28,46,50,55,60,63,64
3,5,14,22,24,26,31,39,43,63
2,10,12,14,30,33,35,38,47,63
3,12,15,28,30,35,39,45,61,63
12,20,31,32,34,39,49,58,59,63
4,9,22,28,37,39,45,52,61,63
7,8,13,17,19,25,26,27,33,37
7,17,18,26,30,35,38,47,57,63
3,4,8,22,24,25,31,50,60,63
12,30,35,38,42,47,52,61,63,65
3,5,8,14,22,30,31,32,33,34
3,8,11,18,22,26,49,50,58,60
1,3,5,17,24,26,28,31,58,60
4,6,19,22,29,34,38,39,61,63
6,20,21,26,31,36,49,55,58,60
11,24,31,33,49,50,58,59,60,63
3,4,15,17,18,25,31,50,58,60
4,14,15,24,25,26,28,50,58,60
6,9,10,21,37,38,39,47,61,63
3,15,22,28,31,38,39,60,61,63
4,11,18,25,28,33,49,50,58,60
3,10,12,15,30,31,38,48,50,51
8,18,22,26,28,32,34,58,59,62
24,34,41,44,49,56,58,59,63,64
3,8,10,19,24,38,43,48,60,63
26,30,32,34,38,42,52,60,61,65
4,16,24,25,26,28,29,34,52,60
8,14,18,19,25,28,29,34,42,56
1,18,19,21,26,32,46,58,60,63
6,10,11,30,38,42,52,60,63,64
15,26,28,36,43,50,55,57,58,60
3,22,25,30,32,34,38,52,63,65
3,15,24,26,28,30,38,39,60,63
7,8,12,16,30,38,52,61,63,65
4,9,18,25,37,38,60,63,64,65
3,4,5,12,30,31,33,39,60,63
5,12,30,37,38,42,47,48,60,61
4,5,22,24,28,32,33,34,37,58
3,4,12,15,19,22,28,30,33,58
16,19,21,23,25,26,28,29,58,59
3,4,5,9,19,22,30,34,37,61
7,12,30,35,38,47,52,60,61,65
3,16,18,21,26,27,33,36,42,58
