UFSoL,UDFS,U2FS,SRCFS,SOGFS,SOCFS,RUFS,NDFS,LLCFS,Inf_FS2020,Inf_FS,FSASL,FMIUFS,CNAFS,jelsr_lle,GLSPFS,LS,MCFS,NONE,REFS,AutoSpearman,SPEC,CFS,XGBF,RFF
0.2716049382716049,0.2839506172839506,0.2345679012345679,0.2592592592592592,0.2839506172839506,0.2962962962962963,0.2592592592592592,0.2345679012345679,0.2469135802469135,0.2345679012345679,0.2222222222222222,0.2222222222222222,0.2098765432098765,0.2592592592592592,0.1975308641975308,0.1975308641975308,0.1728395061728395,0.3333333333333333,0.3950617283950617,0.2222222222222222,0.3703703703703703,0.1851851851851851,0.2839506172839506,0.2839506172839506,0.2592592592592592
0.4230769230769231,0.0128205128205128,0.2692307692307692,0.0256410256410256,0.4102564102564102,0.4487179487179487,0.5897435897435898,0.1282051282051282,0.0769230769230769,0.0769230769230769,0.0512820512820512,0.0897435897435897,0.0641025641025641,0.1282051282051282,0.3205128205128205,0.0897435897435897,0.5384615384615384,0.5897435897435898,0.4615384615384615,0.0128205128205128,0.3717948717948718,0.1666666666666666,0.4230769230769231,0.3205128205128205,0.0128205128205128
0.4186046511627907,0.0348837209302325,0.2674418604651162,0.0116279069767441,0.0116279069767441,0.4418604651162791,0.4302325581395348,0.4186046511627907,0.4186046511627907,0.4069767441860465,0.3604651162790697,0.4418604651162791,0.0232558139534883,0.3255813953488372,0.0697674418604651,0.0697674418604651,0.5232558139534884,0.5581395348837209,0.4069767441860465,0.0,0.313953488372093,0.2441860465116279,0.4069767441860465,0.3488372093023256,0.3023255813953488
0.1527777777777778,0.2638888888888889,0.3472222222222222,0.2777777777777778,0.1666666666666666,0.3333333333333333,0.2777777777777778,0.2638888888888889,0.2222222222222222,0.2083333333333333,0.2361111111111111,0.2916666666666667,0.1944444444444444,0.2777777777777778,0.2083333333333333,0.125,0.3472222222222222,0.375,0.4166666666666667,0.1944444444444444,0.4305555555555556,0.25,0.4027777777777778,0.3611111111111111,0.25
0.3375,0.025,0.175,0.025,0.025,0.325,0.3,0.3,0.15,0.425,0.425,0.2875,0.0125,0.225,0.025,0.35,0.6,0.65,0.375,0.0125,0.3625,0.3,0.325,0.1625,0.2375
0.4204545454545454,0.0568181818181818,0.1022727272727272,0.1022727272727272,0.2159090909090909,0.5113636363636364,0.3863636363636363,0.2954545454545454,0.4318181818181818,0.4204545454545454,0.4090909090909091,0.4090909090909091,0.0795454545454545,0.1818181818181818,0.3409090909090909,0.4659090909090909,0.4318181818181818,0.5795454545454546,0.375,0.0227272727272727,0.3295454545454545,0.4318181818181818,0.4204545454545454,0.3977272727272727,0.2954545454545454
0.3333333333333333,0.3066666666666666,0.36,0.3066666666666666,0.2933333333333333,0.28,0.28,0.28,0.1333333333333333,0.2266666666666666,0.2266666666666666,0.2266666666666666,0.1466666666666666,0.1333333333333333,0.3066666666666666,0.2,0.2266666666666666,0.4133333333333333,0.4266666666666667,0.1866666666666666,0.2666666666666666,0.2666666666666666,0.36,0.3333333333333333,0.3066666666666666
0.3214285714285714,0.3214285714285714,0.1904761904761904,0.2857142857142857,0.2738095238095238,0.1785714285714285,0.2619047619047619,0.2738095238095238,0.2619047619047619,0.2619047619047619,0.2738095238095238,0.2142857142857142,0.25,0.25,0.3571428571428571,0.1666666666666666,0.2857142857142857,0.4642857142857143,0.3809523809523809,0.2142857142857142,0.3333333333333333,0.2738095238095238,0.2857142857142857,0.2738095238095238,0.2619047619047619
0.1948051948051948,0.2987012987012987,0.2467532467532467,0.2337662337662337,0.2987012987012987,0.1948051948051948,0.2467532467532467,0.3376623376623376,0.3116883116883117,0.2077922077922078,0.1428571428571428,0.2207792207792207,0.2077922077922078,0.1818181818181818,0.3116883116883117,0.1818181818181818,0.3246753246753247,0.3636363636363636,0.3766233766233766,0.1558441558441558,0.3376623376623376,0.2467532467532467,0.3896103896103896,0.2597402597402597,0.1948051948051948
0.1358024691358024,0.2098765432098765,0.1604938271604938,0.2345679012345679,0.2222222222222222,0.1481481481481481,0.2962962962962963,0.2839506172839506,0.2716049382716049,0.1604938271604938,0.1604938271604938,0.1728395061728395,0.2098765432098765,0.1481481481481481,0.2345679012345679,0.1234567901234567,0.1234567901234567,0.2345679012345679,0.2222222222222222,0.2098765432098765,0.3209876543209876,0.1975308641975308,0.2098765432098765,0.2098765432098765,0.2839506172839506
