UFSoL,UDFS,U2FS,SRCFS,SOGFS,SOCFS,RUFS,NDFS,LLCFS,Inf_FS2020,Inf_FS,FSASL,FMIUFS,CNAFS,jelsr_lle,GLSPFS,LS,MCFS,NONE,REFS,AutoSpearman,SPEC,CFS,XGBF,RFF
0.3611629094001559,0.0877482026109321,0.4417509544576332,0.0877482026109321,0.0877482026109321,0.2545385352013842,0.1997098618094662,0.4374478927407488,0.2545385352013842,0.0877482026109321,0.0877482026109321,0.2818652723355598,0.0877482026109321,0.0877482026109321,0.0877482026109321,0.367977936487844,0.1790042043871742,-0.1858068831609984,0.0877482026109321,0.0877482026109321,0.0877482026109321,0.33715311396996,0.0877482026109321,0.0877482026109321,0.0877482026109321
0.2646516321622087,0.3792482351217691,0.2967672107498068,0.0866200572347312,0.3745836206066425,0.2483948268524105,0.1294983419599435,-0.1980581155461738,0.2496659077133775,-0.0705064131894855,-0.0705064131894855,0.2389201560109275,0.0866200572347312,0.3521745283551887,0.0866200572347312,0.2483948268524105,0.1149912593967486,0.0040225529595974,0.0866200572347312,0.0866200572347312,0.426282239932821,0.1444783406088033,0.0866200572347312,0.0866200572347312,0.0866200572347312
0.0837798738363284,0.3511197955641038,0.3445123422880967,0.0837798738363284,0.2673621616277358,0.2284399724839692,0.3252584432597744,0.2802234280045356,-0.0560223850487521,-0.0659797643016448,-0.0659797643016448,0.3536068155385215,0.1680667374777895,0.3357356773535192,0.0837798738363284,0.3038280198080276,0.0885877802440803,-0.2032701207125395,0.2934813551894421,0.0837798738363284,0.4418308214598527,0.3299722720053215,0.4598531337179038,0.0837798738363284,0.2478805959939202
0.0867062500433317,0.0867062500433317,0.0867062500433317,0.0867062500433317,0.0867062500433317,0.2803075433529383,0.2803075433529383,0.0867062500433317,0.3181751126768476,-0.0144925424414566,0.0867062500433317,0.0867062500433317,0.1227399161905922,0.0867062500433317,0.3091134452747232,0.2854770748249916,0.1602124536498587,-0.2607624419272528,0.0867062500433317,0.0867062500433317,0.1552594146963236,0.2623615360643564,0.0867062500433317,0.0867062500433317,0.0867062500433317
0.0871811607230644,0.0871811607230644,0.0871811607230644,0.0871811607230644,0.0871811607230644,0.1839980583486851,0.2822390081866975,0.295734213724363,0.0871811607230644,0.0871811607230644,0.0871811607230644,0.0871811607230644,0.0871811607230644,0.3155834098111101,0.3016979635438895,0.2490756621196775,0.1597921439917877,0.0305894565013188,0.0871811607230644,0.0871811607230644,0.1637508231188809,0.2569427929716352,0.0871811607230644,0.0871811607230644,0.0871811607230644
0.163653646058612,0.418975089097429,0.1599524783228988,0.0921691143012015,0.1304735463743587,0.163653646058612,0.163653646058612,0.3382708390297993,-0.0852187829546652,-0.0796616341044804,-0.0796616341044804,0.163653646058612,0.0921691143012015,0.3418868628786979,0.4848873635937996,0.2263178870001285,0.1221547028013942,-0.1672536054533618,0.1599524783228988,0.0921691143012015,0.4451432472463579,0.2651503784699628,0.1804167030553524,0.1599524783228988,0.0921691143012015
0.4331710725411908,0.1758410086749534,0.1521337028919708,0.1521337028919708,0.1521337028919708,0.2681267522574008,0.2968484170921254,0.377103681727692,0.2681267522574008,-0.0812911968912823,-0.0812911968912823,0.4375195478209617,0.1521337028919708,0.2724787493789963,0.2496577164288211,0.241434721174829,0.1741741941879025,-0.2676286310324172,0.1521337028919708,0.1521337028919708,0.4321688278228783,0.3476670916719777,0.1521337028919708,0.0876630498921253,0.1240952836455798
0.1137625561945546,0.2507823939804026,0.3898852008693369,0.1137625561945546,0.400644983060617,0.2949142875410276,0.3637262674879886,0.3926425228234027,-0.0636651498855366,-0.0598166602139564,-0.0488467206769377,0.1685859235574242,0.0803662065681841,0.3642440392189604,0.0803662065681841,0.2642656408000298,0.1668940909970606,0.1149861710883172,0.1137625561945546,0.0803662065681841,0.5078047751954144,0.372085452551555,0.3826248826377677,0.0803662065681841,0.0803662065681841
0.0834580199355196,0.0834580199355196,0.0834580199355196,0.0834580199355196,0.0834580199355196,0.2123946115723717,0.2501792863974588,0.3569415256178917,0.2123946115723717,0.0229652814932891,-0.0060142966988107,0.0834580199355196,0.0834580199355196,0.364491657064298,0.0834580199355196,0.2891475726710829,0.2172535467335711,0.179921101351007,0.0834580199355196,0.0834580199355196,0.0834580199355196,0.3036727525617902,0.0834580199355196,0.0834580199355196,0.0834580199355196
0.1226796233829911,0.0866633317191524,0.2238425708254716,0.1226796233829911,0.0866633317191524,0.1829073987065788,0.2591393131761209,0.340005782321567,0.3121007511516445,-0.0132286072330021,-0.0132286072330021,0.1579370280922684,0.1191396922916008,0.3919108620959904,0.289693647806122,0.2458551245463286,0.210929979254786,-0.1433957023508651,0.1503976119689935,0.0866633317191524,0.2306370765867656,0.3223030639097122,0.4043600961904113,0.1191396922916008,0.1191396922916008
