6.303724928366749927e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.719197707736386206e-03,nan,nan,nan,nan,nan,7.449856733524340587e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.730659025787954164e-03,nan,nan,nan,nan,nan,nan,nan,5.730659025787954381e-04,nan,nan,nan,nan,nan,2.865329512893977082e-03,nan,nan,1.719197707736364088e-03,nan,6.303724928366760683e-02,nan,nan,nan,nan,-1.088825214899722359e-02,nan,nan,nan,5.730659025787931612e-03
5.571030640668217081e-04,nan,nan,6.072423398328687799e-02,nan,nan,nan,nan,nan,nan,nan,nan,-6.128133704735439294e-03,nan,nan,nan,nan,5.571030640668439343e-04,8.913649025069591419e-03,nan,nan,nan,nan,nan,nan,-6.128133704735416742e-03,nan,nan,nan,nan,nan,nan,4.456824512534751474e-03,nan,nan,nan,nan,nan,nan,nan,-2.785515320334308684e-03,nan,nan,nan,nan,nan,nan,nan,nan,1.114206128133687869e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.785515320334241898e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.396648044692736478e-02,nan,nan,nan,nan,nan,nan,nan,4.469273743016732511e-03,nan,2.458100558659217366e-02,nan,4.469273743016755063e-03,nan,nan,6.145251396648033007e-03,nan,nan,nan,nan,nan,nan,1.731843575418991893e-02,1.787709497206699943e-02,nan,nan,nan,nan,nan,nan,nan,nan,7.262569832402210497e-03,nan,3.184357541899438676e-02,nan,nan,nan,nan,-1.117318435754244277e-03,nan,nan,nan,nan
1.078167115902939257e-03,nan,nan,4.797843665768193600e-02,nan,nan,nan,nan,nan,nan,nan,nan,-1.617250673854475672e-03,nan,nan,nan,nan,nan,5.390835579514475107e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.617250673854431220e-03,nan,nan,nan,nan,nan,nan,nan,1.239892183288406925e-02,nan,nan,nan,nan,nan,5.390835579514785189e-03,nan,nan,2.695417789757370477e-03,nan,nan,nan,nan,nan,nan,1.617250673854409102e-03,nan,nan,nan,1.617250673854431220e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.098901098901094997e-03,nan,nan,-2.747252747252759610e-03,nan,-4.945054945055015957e-03,nan,nan,nan,nan,5.494505494505474985e-04,1.208791208791204497e-02,nan,nan,nan,nan,nan,-2.197802197802189994e-03,nan,nan,1.648351648351620378e-03,nan,7.692307692307689959e-02,nan,nan,nan,nan,-5.494505494505697247e-04,nan,nan,nan,5.494505494505252724e-04
nan,nan,nan,nan,nan,1.295774647887322148e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.816901408450700472e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.070422535211260504e-03,nan,nan,nan,nan,nan,nan,-1.690140845070420240e-03,nan,nan,6.760563380281680960e-03,5.408450704225353789e-02,nan,nan,nan,nan,5.633802816901401162e-04,nan,nan,nan,1.126760563380280189e-02,nan,6.591549295774649930e-02,nan,nan,nan,nan,nan,nan,nan,nan,3.943661971830980488e-03
nan,nan,5.277044854880674329e-04,7.968337730870708735e-02,nan,nan,nan,nan,1.055408970976250485e-02,0.000000000000000000e+00,nan,nan,-3.693931398416938454e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.794195250659624818e-02,nan,nan,nan,nan,nan,nan,2.638522427440603661e-03,6.860158311345588081e-03,nan,nan,nan,nan,nan,nan,nan,nan,1.108179419525061674e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.443271767809989656e-03
0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.111111111111107207e-03,nan,nan,nan,nan,nan,-5.555555555555536035e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.111111111111151659e-03,nan,nan,6.666666666666709595e-03,nan,nan,nan,nan,nan,nan,nan,4.055555555555558772e-02,nan,nan,nan,nan,nan,nan,nan,nan,1.666666666666660702e-03,nan,6.944444444444446141e-02,nan,nan,nan,nan,-1.666666666666660702e-03,nan,nan,nan,1.055555555555560618e-02
nan,nan,nan,2.673796791443847770e-02,nan,nan,5.080213903743313608e-02,nan,nan,nan,nan,nan,6.417112299465265943e-03,nan,nan,nan,-1.069518716577544468e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.673796791443860954e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.122994652406414905e-02,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan,nan,3.743315508021383305e-03,nan,7.486631016042766609e-03,nan,nan,nan,nan,nan,nan,nan,nan,6.951871657753972041e-03
nan,3.666666666666664604e-02,nan,4.999999999999981889e-03,nan,nan,nan,-5.000000000000004441e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.222222222222214414e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.444444444444439757e-02,nan,nan,0.000000000000000000e+00,nan,5.555555555555536035e-04,nan,nan,nan,2.222222222222214414e-03,nan,5.166666666666661772e-02,nan,nan,nan,nan,nan,nan,nan,nan,6.111111111111089747e-03
nan,nan,nan,1.092896174863389278e-03,nan,nan,7.103825136612030092e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.825136612021862257e-03,nan,8.196721311475418936e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.464480874316945958e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.464480874316946391e-04,4.426229508196725948e-02,nan,nan,nan,nan,nan,nan,nan,nan,5.464480874316946391e-04,nan,1.693989071038253316e-02,nan,nan,nan,nan,nan,nan,nan,nan,2.732240437158472979e-03
