UFSoL,UDFS,U2FS,SRCFS,SOGFS,SOCFS,RUFS,NDFS,LLCFS,Inf_FS2020,Inf_FS,FSASL,FMIUFS,CNAFS,jelsr_lle,GLSPFS,LS,MCFS,NONE,REFS,AutoSpearman,SPEC,CFS,XGBF,RFF
0.3333333333333333,0.1234567901234567,0.1234567901234567,0.1234567901234567,0.1234567901234567,0.3209876543209876,0.345679012345679,0.382716049382716,0.345679012345679,0.345679012345679,0.345679012345679,0.1234567901234567,0.1234567901234567,0.3333333333333333,0.1234567901234567,0.345679012345679,0.3950617283950617,0.4320987654320987,0.1234567901234567,0.1234567901234567,0.0987654320987654,0.345679012345679,0.2222222222222222,0.0246913580246913,0.1234567901234567
0.4487179487179487,0.0,0.0,0.0,0.0,0.4102564102564102,0.4615384615384615,0.4358974358974359,0.4487179487179487,0.5256410256410257,0.5384615384615384,0.3974358974358974,0.0,0.0,0.0,0.282051282051282,0.4358974358974359,0.5384615384615384,0.0,0.0,0.5256410256410257,0.0,0.0,0.0,0.0
0.4302325581395348,0.0,0.0,0.0,0.0,0.4883720930232558,0.4651162790697674,0.4651162790697674,0.5116279069767442,0.5116279069767442,0.4302325581395348,0.4534883720930232,0.0,0.3720930232558139,0.0,0.4651162790697674,0.5348837209302325,0.5116279069767442,0.0,0.0,0.5232558139534884,0.5581395348837209,0.4302325581395348,0.0,0.0
0.125,0.125,0.125,0.0416666666666666,0.125,0.3333333333333333,0.4027777777777778,0.3333333333333333,0.3194444444444444,0.3055555555555556,0.2916666666666667,0.2361111111111111,0.0416666666666666,0.125,0.125,0.25,0.3055555555555556,0.3333333333333333,0.125,0.0416666666666666,0.1388888888888889,0.3333333333333333,0.0833333333333333,0.125,0.0277777777777777
0.55,0.0,0.0,0.0,0.0,0.6,0.4375,0.4625,0.0,0.6,0.6,0.3875,0.0,0.4375,0.0,0.5375,0.475,0.5875,0.0,0.0,0.6,0.4375,0.1125,0.0,0.0
0.4886363636363636,0.0,0.0,0.0,0.0,0.4659090909090909,0.375,0.4090909090909091,0.2954545454545454,0.4886363636363636,0.4886363636363636,0.0568181818181818,0.0,0.0,0.0,0.2954545454545454,0.3863636363636363,0.3863636363636363,0.0,0.0,0.3977272727272727,0.3977272727272727,0.4431818181818182,0.0,0.0
0.2133333333333333,0.12,0.3866666666666666,0.1866666666666666,0.1733333333333333,0.2266666666666666,0.4,0.3866666666666666,0.1066666666666666,0.2266666666666666,0.2266666666666666,0.1333333333333333,0.16,0.1066666666666666,0.12,0.2533333333333333,0.2266666666666666,0.2266666666666666,0.24,0.2133333333333333,0.1066666666666666,0.32,0.2133333333333333,0.1466666666666666,0.2
0.1666666666666666,0.119047619047619,0.0714285714285714,0.1547619047619047,0.1666666666666666,0.25,0.3333333333333333,0.3452380952380952,0.3928571428571428,0.3333333333333333,0.3333333333333333,0.1309523809523809,0.1428571428571428,0.3214285714285714,0.2738095238095238,0.238095238095238,0.2857142857142857,0.3214285714285714,0.1071428571428571,0.1309523809523809,0.1547619047619047,0.3095238095238095,0.1666666666666666,0.1785714285714285,0.1785714285714285
0.1038961038961039,0.0649350649350649,0.3506493506493506,0.0779220779220779,0.1298701298701298,0.3116883116883117,0.3376623376623376,0.3766233766233766,0.4285714285714285,0.3116883116883117,0.3116883116883117,0.1168831168831168,0.1688311688311688,0.3766233766233766,0.1818181818181818,0.2987012987012987,0.3116883116883117,0.2857142857142857,0.0909090909090909,0.1688311688311688,0.2597402597402597,0.4025974025974026,0.1818181818181818,0.1688311688311688,0.1558441558441558
0.2592592592592592,0.1358024691358024,0.1234567901234567,0.1728395061728395,0.1358024691358024,0.2345679012345679,0.345679012345679,0.382716049382716,0.3580246913580246,0.2716049382716049,0.2716049382716049,0.1358024691358024,0.1481481481481481,0.2222222222222222,0.1358024691358024,0.2592592592592592,0.2839506172839506,0.2592592592592592,0.1604938271604938,0.1358024691358024,0.1358024691358024,0.382716049382716,0.1234567901234567,0.1111111111111111,0.2469135802469135
0.0,0.0,0.0,0.0,0.0,0.449438202247191,0.4269662921348314,0.4719101123595505,0.2808988764044944,0.5168539325842697,0.5168539325842697,0.0,0.0,0.2696629213483146,0.0,0.2921348314606741,0.4943820224719101,0.5168539325842697,0.0,0.0,0.4157303370786517,0.0,0.449438202247191,0.5168539325842697,0.0
0.5641025641025641,0.0,0.0,0.0,0.0,0.3461538461538461,0.4743589743589743,0.5128205128205128,0.4358974358974359,0.5641025641025641,0.5641025641025641,0.0,0.0,0.3717948717948718,0.0,0.3461538461538461,0.4102564102564102,0.4102564102564102,0.0,0.0,0.5512820512820513,0.4871794871794871,0.0,0.0,0.0
0.3214285714285714,0.0,0.0,0.0,0.0,0.25,0.3095238095238095,0.4642857142857143,0.0,0.4761904761904761,0.4761904761904761,0.0,0.0,0.3333333333333333,0.3452380952380952,0.4047619047619047,0.4285714285714285,0.4404761904761904,0.0,0.0,0.1071428571428571,0.4404761904761904,0.4523809523809524,0.4761904761904761,0.0
0.3058823529411765,0.0,0.3176470588235294,0.0,0.0,0.4352941176470588,0.4470588235294118,0.388235294117647,0.0,0.4588235294117647,0.4588235294117647,0.0,0.0,0.3411764705882353,0.0,0.0,0.3764705882352941,0.3764705882352941,0.0,0.0,0.0,0.4235294117647059,0.4352941176470588,0.0,0.0
