33,26,35,56,27,18,11,25,28,24
33,26,35,56,28,18,27,11,29,39
33,26,56,35,28,30,27,18,57,11
56,26,33,35,27,18,29,28,52,11
35,26,33,56,27,18,42,16,41,39
56,26,33,35,18,57,27,30,29,39
33,26,35,56,27,18,11,25,41,28
26,33,35,18,56,11,57,41,43,28
35,26,56,33,18,25,28,11,41,29
56,33,26,35,18,28,24,27,52,41
26,33,56,35,27,18,28,25,11,45
26,33,56,35,18,27,41,51,28,29
56,26,33,35,18,27,42,1,28,59
33,26,56,18,35,27,11,57,28,41
56,35,26,33,18,27,28,41,24,25
33,26,56,27,35,18,28,25,41,4
26,33,35,56,18,57,45,28,27,11
26,33,56,27,35,18,28,59,25,51
56,26,33,35,18,27,41,28,57,52
35,33,26,56,18,27,28,41,25,4
33,26,56,28,35,18,27,11,52,59
33,26,56,18,35,27,11,25,28,41
26,33,27,35,56,18,11,28,51,25
35,56,26,33,18,11,51,57,41,27
56,33,26,35,28,27,18,41,25,43
26,33,56,35,18,27,28,25,4,29
35,26,33,18,56,28,41,11,57,30
33,26,56,35,18,25,27,57,51,41
26,56,33,18,28,35,27,57,30,41
56,26,35,27,33,18,28,1,41,57
56,26,33,35,18,11,25,28,59,27
56,18,35,26,33,28,57,27,29,51
35,26,33,56,18,28,41,49,39,59
33,26,56,35,18,27,30,4,1,57
33,26,35,56,27,18,41,29,28,52
33,56,26,35,1,18,45,25,41,28
35,56,26,33,27,18,28,25,11,41
35,33,26,56,18,41,28,45,11,27
26,33,35,56,28,18,41,29,11,51
26,33,35,18,56,27,25,11,57,28
33,26,35,56,18,28,27,11,45,4
26,33,56,18,35,51,28,41,27,43
33,26,35,56,18,28,57,51,43,27
56,26,33,35,27,41,18,11,1,45
33,26,35,56,18,11,39,59,28,41
33,26,56,35,18,57,43,28,51,27
26,18,33,35,11,27,56,41,28,42
26,33,35,56,18,29,28,45,25,41
26,35,33,18,56,25,39,28,1,11
33,26,56,35,41,18,25,28,27,52
33,26,56,35,18,52,41,59,34,28
33,26,56,35,18,28,24,40,25,41
56,26,33,35,18,59,11,57,27,28
33,26,35,56,52,18,27,57,41,11
33,26,56,35,28,52,18,4,11,29
33,26,35,56,18,11,41,28,27,4
33,26,56,35,18,49,28,41,27,57
26,33,35,28,56,18,11,25,41,49
26,56,35,33,27,28,41,18,42,25
33,26,35,56,25,18,51,28,11,41
35,26,33,56,27,41,25,18,28,42
33,56,26,35,27,18,25,43,41,42
56,35,26,33,11,27,18,41,42,28
33,26,56,35,25,18,28,27,1,41
33,26,56,35,18,28,25,52,41,4
35,26,33,56,28,25,18,57,11,27
33,35,26,41,27,28,56,18,11,1
33,56,26,35,18,41,27,28,29,52
33,26,56,35,41,18,27,57,16,45
33,26,56,35,27,18,1,28,52,24
26,27,33,56,35,18,11,25,28,42
26,35,33,56,18,41,59,43,57,1
56,33,26,35,18,43,41,28,27,11
26,56,33,18,35,40,52,25,28,57
26,33,35,56,27,18,41,11,25,45
26,56,33,18,27,35,11,41,28,43
56,26,27,33,35,25,18,41,45,1
33,26,35,56,18,49,11,27,28,41
35,56,26,33,18,27,28,4,11,41
26,33,35,56,57,18,28,41,27,25
35,26,33,56,18,25,59,28,51,57
56,33,26,35,18,11,28,41,52,45
33,56,26,35,18,57,25,9,42,27
56,26,33,35,27,18,45,4,28,9
26,33,35,56,41,59,28,11,27,18
33,56,26,35,27,18,28,41,4,30
33,26,56,35,27,18,25,24,57,59
26,33,56,35,27,18,41,25,28,1
35,26,33,18,51,56,52,45,42,57
33,26,56,35,18,28,29,25,27,57
33,26,35,56,18,41,27,28,43,30
56,26,33,35,59,18,27,51,29,30
33,26,56,35,25,27,18,59,28,4
33,26,35,56,18,11,28,59,1,25
33,26,56,35,49,41,18,27,25,28
26,33,18,56,35,41,28,40,30,25
26,33,56,35,25,18,28,42,45,30
35,26,33,56,18,28,25,27,30,57
26,33,35,56,27,28,18,11,49,25
33,26,27,35,56,52,18,41,25,11
